datetime,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1980-03-28 17:00:00+00:00,61.0,28.246,22.846,25.485582,35.357944,27.273563,30.652582,0,0,43425.785,39853.707,8.700001,8.700001,0.0,16.0,8.089993,23.4,89.999985,18.72,3.65647
1980-03-29 17:00:00+00:00,61.0,28.846,23.996,25.989748,35.802902,28.9082,31.315247,0,0,43405.7,35155.29,3.9,3.9,0.0,9.0,7.9526596,20.519999,92.231094,18.17,3.619842
1980-03-30 17:00:00+00:00,63.0,29.396,22.896,25.787664,36.3134,27.457607,31.003782,0,0,43385.637,38068.63,8.3,8.3,0.0,14.0,9.449572,23.759998,92.636696,21.34,4.2068624
1980-03-31 17:00:00+00:00,51.0,29.996,23.046,26.475166,36.39721,27.530418,31.656885,0,0,43365.61,40239.7,0.2,0.2,0.0,1.0,8.714677,21.599998,83.00336,23.22,4.656204
1980-04-01 17:00:00+00:00,51.0,29.846,24.246,26.881414,35.86159,29.36145,31.889402,0,0,43345.63,40912.902,0.1,0.1,0.0,1.0,13.684735,25.56,75.06857,23.63,4.7303495
1980-04-02 17:00:00+00:00,2.0,30.096,23.496,26.766832,35.740757,28.175426,31.757357,0,0,43325.71,40891.48,0.0,0.0,0.0,0.0,12.10157,24.48,77.35058,25.21,5.0131755
1980-04-03 17:00:00+00:00,53.0,30.146,23.346,26.493917,36.097347,27.98727,31.49853,0,0,43305.87,40870.06,1.5,1.5,0.0,5.0,10.195057,21.599998,93.98539,22.73,4.587129
1980-04-04 17:00:00+00:00,53.0,29.796,23.646,26.737665,36.46654,28.50336,32.143757,0,0,43286.117,40848.64,1.2,1.2,0.0,6.0,9.693296,21.96,66.70842,22.24,4.432078
1980-04-05 17:00:00+00:00,61.0,30.146,23.496,26.475166,37.013065,28.375809,31.964128,0,0,43266.47,38966.945,4.7,4.7,0.0,6.0,7.42159,18.0,121.5268,21.12,4.2506247
1980-04-06 17:00:00+00:00,63.0,29.896,23.346,26.250166,36.488617,28.174404,31.79518,0,0,43246.93,40401.12,16.1,16.1,0.0,14.0,9.1641035,21.24,118.228676,22.14,4.374746
1980-04-07 17:00:00+00:00,55.0,29.596,23.896,26.231415,35.425114,29.010986,31.42858,0,0,43227.52,33564.582,10.3,10.3,0.0,19.0,12.096214,24.48,89.66298,19.7,3.9237428
1980-04-08 17:00:00+00:00,61.0,28.646,24.196,25.725164,34.27749,29.673126,31.157312,0,0,43208.258,18905.19,11.4000025,11.4000025,0.0,21.0,6.1094027,15.4800005,60.94552,12.11,2.508973
1980-04-09 17:00:00+00:00,63.0,28.446,23.346,25.450167,35.18421,27.993095,30.583717,0,0,43189.15,31352.875,15.299999,15.299999,0.0,16.0,7.968939,17.28,103.190605,15.38,3.0669956
1980-04-10 17:00:00+00:00,63.0,27.696,23.396,25.237663,33.0777,28.16018,30.428658,0,0,43170.203,27041.44,22.600002,22.600002,0.0,17.0,6.9153743,20.16,172.56866,12.69,2.565647
1980-04-11 17:00:00+00:00,61.0,29.346,23.746,26.012667,35.484818,28.402359,31.357477,0,0,43151.445,38154.59,8.6,8.6,0.0,10.0,9.19939,20.880001,113.962524,16.77,3.369829
1980-04-12 17:00:00+00:00,53.0,28.896,23.496,25.783499,35.594616,28.231537,31.047539,0,0,43132.88,31488.85,4.3999996,4.3999996,0.0,12.0,7.42159,23.4,105.906265,15.28,3.1184072
1980-04-13 17:00:00+00:00,61.0,28.346,23.596,25.679335,34.380245,28.553764,31.167727,0,0,43114.39,29212.424,7.8,7.8,0.0,17.0,9.227524,24.48,73.84598,14.44,2.8789108
1980-04-14 17:00:00+00:00,63.0,28.846,23.596,25.65017,35.242226,28.378136,30.891083,0,0,43095.93,36797.18,20.4,20.4,0.0,16.0,9.36,22.68,277.12488,16.55,3.3074212
1980-04-15 17:00:00+00:00,61.0,27.346,23.696,25.489748,32.889683,27.947037,30.292772,0,0,43077.51,3969.8982,12.4,12.4,0.0,14.0,9.9571085,17.64,254.25684,7.32,1.6114336
1980-04-16 17:00:00+00:00,53.0,30.046,23.346,26.541832,35.852142,28.041851,31.599785,0,0,43059.156,38040.133,0.5,0.5,0.0,1.0,14.003029,29.519999,267.06796,20.56,4.140686
1980-04-17 17:00:00+00:00,55.0,29.246,23.146,26.09183,35.981743,27.832134,31.47748,0,0,43040.863,40065.273,3.3,3.3,0.0,8.0,14.003029,29.16,303.0658,20.96,4.0274844
1980-04-18 17:00:00+00:00,51.0,29.246,23.296,26.316833,35.940895,27.94823,31.571,0,0,43022.656,40516.56,1.5000001,1.5000001,0.0,8.0,10.390226,24.48,315.27408,20.07,3.9515305
1980-04-19 17:00:00+00:00,53.0,30.846,23.546,26.71475,36.9825,27.986095,31.348297,0,0,43004.543,32850.086,2.5,2.5,0.0,5.0,16.595179,32.760002,244.0707,19.75,4.2249165
1980-04-20 17:00:00+00:00,55.0,29.096,24.746,26.596,34.001907,28.96128,31.216759,0,0,42986.535,18066.887,2.7,2.7,0.0,6.0,12.661564,27.72,244.23068,11.72,2.5721674
1980-04-21 17:00:00+00:00,63.0,28.996,24.296,25.977247,33.800903,28.905575,30.763086,0,0,42968.656,12112.114,6.6000004,6.6000004,0.0,11.0,10.464797,23.759998,248.67554,12.17,2.578938
1980-04-22 17:00:00+00:00,63.0,27.646,23.746,25.335585,32.696888,28.43671,30.445803,0,0,42950.906,14997.239,10.900001,10.900001,0.0,14.0,10.538843,25.919998,221.42354,10.5,2.1634862
1980-04-23 17:00:00+00:00,63.0,30.496,23.496,26.1085,38.420914,28.189816,31.666895,0,0,42933.31,35180.117,13.8,13.8,0.0,11.0,7.5685663,21.599998,206.27042,18.82,3.848113
1980-04-24 17:00:00+00:00,61.0,30.246,23.396,26.412666,37.864513,28.090145,32.093555,0,0,42915.87,39224.164,5.5999994,5.5999994,0.0,7.0,6.849467,20.880001,191.95653,20.2,4.0790854
1980-04-25 17:00:00+00:00,63.0,29.546,23.196,25.977251,36.170635,27.964241,31.596724,0,0,42898.62,38936.766,10.900001,10.900001,0.0,14.0,9.565437,24.84,139.3045,19.16,3.7891307
1980-04-26 17:00:00+00:00,53.0,29.496,23.146,26.162664,36.571857,27.58986,31.544546,0,0,42881.555,39645.254,1.9000001,1.9000001,0.0,6.0,8.699793,20.519999,131.05472,20.41,4.06647
1980-04-27 17:00:00+00:00,63.0,29.646,22.596,25.793917,35.4074,26.940704,30.968359,0,0,42864.7,39022.383,7.5000005,7.5000005,0.0,9.0,9.686609,23.039999,100.760414,20.2,3.9769468
1980-04-28 17:00:00+00:00,63.0,29.246,22.896,25.706419,35.18179,27.288992,30.9906,0,0,42848.066,37467.0,11.599999,11.599999,0.0,11.0,9.007196,21.96,108.20403,17.78,3.524781
1980-04-29 17:00:00+00:00,61.0,29.746,23.646,26.158499,36.128643,28.25082,31.600412,0,0,42831.668,36248.137,6.3,6.3,0.0,11.0,9.220499,21.96,99.99098,18.49,3.7153418
1980-04-30 17:00:00+00:00,63.0,28.846,23.696,25.95225,34.469822,28.610287,31.163269,0,0,42815.52,34444.836,11.400001,11.400001,0.0,15.0,10.233123,25.919998,91.99995,17.11,3.3745031
1980-05-01 17:00:00+00:00,61.0,29.296,24.146,25.981415,35.50187,28.8527,31.068848,0,0,42799.64,37823.773,8.900001,8.900001,0.0,14.0,11.525623,27.359999,91.90334,17.22,3.4374733
